MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,SalePrice,Price_per_Income,Rooms_per_Household,Age_Category
11.6017,18.0,8.335051546391753,1.0824742268041236,533.0,2.747422680412371,37.84,-122.19,3.926,0.33839868295163644,3.0337711069418387,Recent
7.4882,35.0,6.467268623024831,1.0383747178329572,1072.0,2.419864559819413,37.84,-122.2,3.193,0.4264042092892818,2.672574626865672,Mid
6.8976,34.0,6.6122715404699735,1.0287206266318538,1627.0,2.1240208877284594,37.83,-122.21,3.333,0.48321155184411974,3.1130915795943452,Mid
8.2049,28.0,6.978947368421053,0.968421052631579,463.0,2.4368421052631577,37.83,-122.19,3.352,0.40853636241757973,2.863930885529158,Recent
8.401,26.0,7.530805687203792,1.056872037914692,542.0,2.5687203791469195,37.83,-122.2,3.512,0.41804547077728843,2.9317343173431736,Recent
6.8538,29.0,6.657992565055762,1.0074349442379182,661.0,2.45724907063197,37.83,-122.19,3.689,0.5382415594268873,2.709531013615734,Recent
8.317,32.0,6.977186311787072,1.0038022813688212,635.0,2.414448669201521,37.82,-122.19,3.659,0.43994228688228926,2.889763779527559,Mid
7.0175,37.0,6.982954545454546,1.0284090909090908,420.0,2.386363636363636,37.82,-122.2,3.667,0.5225507659422871,2.926190476190477,Mid
6.3302,39.0,7.54,1.068,1265.0,2.53,37.82,-122.2,3.628,0.573125651638179,2.9802371541501977,Mid
7.0549,52.0,6.785714285714286,0.9514285714285714,813.0,2.322857142857143,37.82,-122.21,3.314,0.4697444329473132,2.9212792127921277,Old
6.7851,45.0,6.957746478873239,1.0234741784037558,1067.0,2.504694835680751,37.81,-122.2,3.235,0.4767800032423988,2.7778819119025306,Mid
2.8929,50.0,5.132246376811594,1.0960144927536233,1260.0,2.282608695652174,37.8,-122.21,2.167,0.7490753223409036,2.2484126984126984,Mid
3.0812,38.0,4.628336755646817,1.0985626283367556,951.0,1.9527720739219712,37.8,-122.21,2.331,0.7565234324289238,2.370136698212408,Mid
5.2402,52.0,6.200892857142857,0.9464285714285714,510.0,2.2767857142857144,37.81,-122.21,2.964,0.5656272661348803,2.7235294117647055,Old
6.5217,52.0,6.39935064935065,1.0876623376623376,765.0,2.4837662337662336,37.81,-122.22,2.737,0.41967585138844166,2.5764705882352943,Old
3.2632,52.0,4.745652173913044,1.0108695652173914,1129.0,2.4543478260869565,37.8,-122.22,2.277,0.6977813189507233,1.933569530558016,Old
3.0298,52.0,5.183673469387755,1.0521541950113378,1073.0,2.433106575963719,37.8,-122.22,1.996,0.6587893590335996,2.1304753028890957,Old
4.5428,52.0,5.283495145631068,1.050485436893204,1185.0,2.300970873786408,37.8,-122.22,2.398,0.5278682750726424,2.2962025316455694,Old
4.072,52.0,5.952941176470588,0.9970588235294118,756.0,2.223529411764706,37.81,-122.22,2.701,0.6633104125736738,2.677248677248677,Old
5.3509,52.0,5.65067178502879,1.0287907869481765,1034.0,1.9846449136276392,37.81,-122.22,3.021,0.5645779214711544,2.8471953578336553,Old
3.1603,52.0,4.429193899782135,1.0588235294117647,787.0,1.7145969498910676,37.8,-122.23,2.695,0.8527671423599025,2.5832274459974585,Old
4.7708,52.0,6.727699530516432,1.0751173708920188,612.0,2.8732394366197185,37.81,-122.23,3.147,0.6596377965959587,2.341503267973856,Old
8.1564,52.0,7.702631578947368,1.0578947368421052,1021.0,2.6868421052631577,37.81,-122.22,3.901,0.47827472904712864,2.8667972575905973,Old
8.8793,52.0,8.972868217054264,1.131782945736434,861.0,3.3372093023255816,37.81,-122.23,4.103,0.46208597524579637,2.688734030197445,Old
6.8591,52.0,7.599388379204893,0.9571865443425076,953.0,2.914373088685015,37.81,-122.24,3.524,0.5137700281378024,2.607555089192025,Old
6.0302,52.0,5.8203125,0.9296875,634.0,2.4765625,37.81,-122.24,2.873,0.4764352757785812,2.3501577287066246,Old
7.508,52.0,7.994318181818182,1.036931818181818,878.0,2.4943181818181817,37.81,-122.23,3.487,0.4644379328716036,3.20501138952164,Old
2.7477,52.0,4.333333333333333,1.1387163561076603,918.0,1.9006211180124224,37.81,-122.24,2.438,0.8872875495869273,2.27995642701525,Old
2.1944,52.0,5.074285714285714,0.96,360.0,2.057142857142857,37.8,-122.24,2.115,0.9638169886985054,2.466666666666667,Old
3.0149,52.0,4.276639344262295,1.0450819672131149,1197.0,2.4528688524590163,37.8,-122.25,2.184,0.7244021360575807,1.743525480367586,Old
3.675,52.0,4.851351351351352,0.9691119691119692,1048.0,2.023166023166023,37.81,-122.24,2.699,0.734421768707483,2.3979007633587788,Old
3.225,46.0,4.326639892904953,1.1178045515394912,1373.0,1.8380187416331997,37.81,-122.25,2.188,0.6784496124031008,2.3539694100509827,Mid
2.9345,42.0,4.059113300492611,1.0492610837438423,1715.0,1.6896551724137931,37.8,-122.25,2.25,0.7667405009371273,2.4023323615160352,Mid
2.1429,43.0,3.2742382271468142,1.0969529085872576,1359.0,1.882271468144044,37.8,-122.25,2.5,1.1666433337999906,1.7395143487858722,Mid
1.6121,41.0,3.5617433414043584,1.1355932203389831,1062.0,2.571428571428572,37.8,-122.25,1.714,1.0632094783202033,1.385122410546139,Mid
1.3929,29.0,3.1927554980595083,1.1177231565329884,1335.0,1.7270375161707632,37.8,-122.25,1.938,1.3913418048675426,1.848689138576779,Recent
2.3173,27.0,3.804195804195804,1.1468531468531469,1171.0,2.729603729603729,37.79,-122.24,1.25,0.5394208777456523,1.393680614859095,Recent
1.7772,45.0,3.882608695652174,1.1434782608695653,1475.0,3.2065217391304346,37.79,-122.25,0.975,0.548615800135044,1.2108474576271187,Mid
2.6458,50.0,3.209183673469388,0.9591836734693876,742.0,3.7857142857142856,37.79,-122.25,1.25,0.4724468969687807,0.8477088948787064,Mid
2.181,52.0,3.68870523415978,1.0771349862258952,1086.0,2.9917355371900825,37.79,-122.25,1.388,0.6364053186611646,1.2329650092081035,Old
2.2303,36.0,3.0902394106813995,1.1160220994475138,1645.0,3.029465930018416,37.8,-122.25,1.167,0.5232479935434695,1.0200607902735561,Mid
1.6504,43.0,3.639751552795031,1.0046583850931676,1710.0,2.6552795031055902,37.8,-122.25,1.518,0.9197770237518177,1.3707602339181286,Mid
2.2697,52.0,4.368421052631579,1.0,731.0,3.206140350877193,37.8,-122.24,1.27,0.5595453143587259,1.362517099863201,Old
2.1563,52.0,4.585014409221902,1.07492795389049,1118.0,3.2219020172910664,37.8,-122.24,1.286,0.5963919677224876,1.423076923076923,Old
2.1348,52.0,4.734328358208956,1.1880597014925374,1006.0,3.002985074626866,37.8,-122.24,1.406,0.6586097058272438,1.576540755467197,Old
2.6292,47.0,3.693140794223827,1.0613718411552346,1213.0,2.1895306859205776,37.8,-122.24,1.827,0.694888178913738,1.686727122835944,Mid
2.3833,52.0,4.638132295719845,1.1245136186770428,772.0,3.0038910505836576,37.8,-122.23,1.469,0.6163722569546427,1.5440414507772022,Old
2.957,52.0,4.496259351620948,1.0473815461346634,1321.0,3.29426433915212,37.8,-122.24,1.228,0.41528576259722694,1.364875094625284,Old
2.5238,49.0,4.192023633677991,1.106351550960118,1487.0,2.1964549483013296,37.8,-122.24,1.693,0.6708138521277439,1.908540685944855,Mid
1.9375,52.0,4.209677419354839,0.989247311827957,488.0,2.6236559139784945,37.8,-122.23,1.266,0.6534193548387097,1.6045081967213117,Old
1.9028,51.0,4.056122448979592,1.0561224489795915,949.0,2.420918367346939,37.8,-122.23,1.279,0.6721673323523228,1.6754478398314017,Old
2.25,50.0,4.20722891566265,1.1566265060240963,1149.0,2.7686746987951807,37.8,-122.23,1.235,0.548888888888889,1.5195822454308092,Mid
2.3929,52.0,4.471428571428572,1.0678571428571428,844.0,3.0142857142857142,37.8,-122.23,1.119,0.46763341552091603,1.4834123222748818,Old
2.1917,43.0,4.844029244516653,1.091795288383428,4367.0,3.547522339561332,37.79,-122.23,1.128,0.5146689784185792,1.365468284863751,Mid
2.9357,52.0,4.327669902912621,0.95873786407767,1659.0,4.026699029126213,37.79,-122.23,1.079,0.3675443676124944,1.0747438215792646,Old
1.8854,30.0,3.798479087452472,1.0038022813688212,1011.0,3.844106463878327,37.79,-122.23,1.375,0.7292882147024504,0.9881305637982197,Recent
2.1638,39.0,3.776349614395887,1.1079691516709511,1464.0,3.763496143958869,37.79,-122.24,1.055,0.4875681671134115,1.0034153005464481,Mid
2.125,47.0,4.528052805280528,1.3036303630363035,1237.0,4.082508250825082,37.79,-122.24,0.955,0.44941176470588234,1.1091350040420374,Mid
3.375,52.0,4.011904761904762,1.0714285714285714,647.0,3.851190476190476,37.79,-122.24,1.161,0.34400000000000003,1.0417310664605874,Old
2.2542,43.0,4.554621848739496,1.0532212885154062,1284.0,3.596638655462185,37.79,-122.24,1.122,0.49773755656108604,1.2663551401869158,Mid
2.1,51.0,3.1818181818181817,0.7818181818181819,228.0,4.1454545454545455,37.79,-122.25,0.75,0.35714285714285715,0.7675438596491228,Old
1.6,39.0,3.747967479674797,1.048780487804878,381.0,3.097560975609756,37.79,-122.25,1.125,0.703125,1.20997375328084,Mid
